,file,predicted 1,predicted 2,predicted 3,x,y,z
6683,"6104-O (Copy neg, Return to the CoID).jpg",TABLEWARE,CERAMICS,OTHER,3.4575028,-0.338715,7.6246595
6684,"6105&6106-O (Copy neg, Return to the CoID).jpg",TELECOMMUNICATIONS,TABLEWARE,HEATING,6.863501,1.6055003,5.0634193
6685,"6107&6108-O (Copy neg, Return to the CoID).jpg",HEATING,TOOLS,FURNITURE,6.831617,2.1418588,6.2705927
6686,6109&6110-O (©CoID).jpg,FURNITURE,INTERIOR DESIGN,OTHER,11.290396,7.8624787,6.4149947
6687,611-O (Dennis Hooker).jpg,SOUVENIRS,SMOKING ACCESSORIES,GRAPHICS,3.2704332,2.4693613,5.587194
6688,"6111&6112-O (Copy neg, Return to the CoID).jpg",MUSICAL INSTRUMENTS,OFFICE EQUIPMENT,TELECOMMUNICATIONS,7.030777,2.3801599,5.5567784
6689,6113&6114-O (CoID).jpg,TABLEWARE,OTHER,TOOLS,5.9494734,-0.8901517,8.135236
6690,6115&6116-O (©CoID).jpg,TABLEWARE,INTERIOR DESIGN,DOMESTIC APPLIANCES,4.7801523,-0.13213469,7.9360685
6691,6117-O (©CoID).jpg,OFFICE EQUIPMENT,DOMESTIC APPLIANCES,TELECOMMUNICATIONS,7.4591384,2.7441735,5.9687657
6692,"6119-O (©CoID, Dennis Hooker, F.I.B.P, F.R.P.S).jpg",FURNITURE,INTERIOR DESIGN,ARCHITECTURE,12.163438,6.830125,5.9839315
6693,6111 H-O (out of production do not use).jpg,GRAPHICS,SMOKING ACCESSORIES,SOUVENIRS,3.1335182,3.39658,3.2879167
6694,61110 H-O.jpg,TEXTILES,WALLPAPER,CARPETS,2.463959,8.8769455,4.1985054
6695,61111 T-O.jpg,SOUVENIRS,SMOKING ACCESSORIES,GRAPHICS,3.2261708,2.6073418,5.3887086
6696,6112 H-O (out of production do not use).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3524716,0.77037853,9.4121475
6697,6113 H-O.jpg,GRAPHICS,SMOKING ACCESSORIES,SOUVENIRS,2.9072878,3.5914245,2.3767529
6698,6114 T-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,3.8699718,4.476102,2.6264238
6699,6115 T-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,3.7410073,4.396004,2.3725061
6700,6116 T-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,3.6190329,4.3836255,2.1339557
6701,6117 T-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,3.5640907,4.1447406,2.0207086
6702,6118 T-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.1364763,4.071289,1.348277
6703,6119 T-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,3.6086156,4.2776337,2.4379683
6704,6120-O (©CoID).jpg,DOMESTIC APPLIANCES,LIGHTING,TRANSPORT,6.987737,1.5025057,6.5851765
6705,6121-O + 6122-O (©CoID).jpg,TEXTILES,INTERIOR DESIGN,WALLPAPER,2.9300768,8.318881,4.277285
6706,6123-O (©CoID).jpg,WALLPAPER,TEXTILES,CARPETS,2.470499,7.3129683,3.7994273
6707,6124-O (copy neg CoID).jpg,TABLEWARE,CERAMICS,DOMESTIC APPLIANCES,4.93178,-0.4434118,8.392788
6708,6125-O (©CoID).jpg,MUSICAL INSTRUMENTS,TELECOMMUNICATIONS,HEATING,6.7730613,2.2330658,5.222353
6709,6126-O + 6127-O (copy neg CoID).jpg,INTERIOR DESIGN,HEATING,FURNITURE,10.996558,8.282545,3.4200404
6710,6129-O (©CoID).jpg,GRAPHICS,SMOKING ACCESSORIES,SOUVENIRS,2.9000816,3.172233,2.9457486
6711,6123 H-O (out of production do not use).jpg,TABLEWARE,TOOLS,OPTICAL,4.4363627,0.44474325,8.008744
6712,6126 T-O.jpg,ARCHITECTURE,INTERIOR DESIGN,RELIGIOUS OBJECTS,8.574363,4.693249,3.207518
6713,6130-O (©CoID).jpg,GRAPHICS,SMOKING ACCESSORIES,DESIGN THEORY,3.0232003,3.4365447,2.4028544
6714,"6131&6132-O (Copy neg, Return to the CoID).jpg",LIGHTING,OTHER,SMOKING ACCESSORIES,6.951646,1.2001991,8.43096
6715,"6133-O (©CoID, Out of production do not use).jpg",CERAMICS,TABLEWARE,OTHER,3.6114256,0.10301991,8.875935
6716,6138-O (©CoID).jpg,TOOLS,ORNAMENTS,LIGHTING,7.1499267,0.8236066,6.4935575
6717,6139-O (©CoID).jpg,TOOLS,LIGHTING,OTHER,7.2746587,0.94203806,7.201748
6718,6131 H-O.jpg,SOUVENIRS,JEWELLERY,ORNAMENTS,3.61523,2.3825414,6.133942
6719,61310 T-O.jpg,JEWELLERY,SOUVENIRS,ORNAMENTS,4.012654,2.0757592,6.4843216
6720,61311 T-O.jpg,JEWELLERY,SOUVENIRS,RELIGIOUS OBJECTS,3.9904294,2.1093946,6.4288917
6721,61312 T-O.jpg,JEWELLERY,OTHER,TEXTILES,3.811685,2.3287714,6.3001204
6722,6132 H-O.jpg,SOUVENIRS,CERAMICS,ORNAMENTS,3.2939968,2.5597746,5.7135353
6723,6133 H-O.jpg,SOUVENIRS,ORNAMENTS,SMOKING ACCESSORIES,3.3050535,2.6347468,5.6441727
6724,6134 H.M.-O.jpg,GRAPHICS,SOUVENIRS,WALLPAPER,3.0722406,3.8196418,3.1537297
6725,614-O (Dennis Hooker).jpg,SOUVENIRS,JEWELLERY,TABLEWARE,3.7700737,2.2043507,6.231249
6726,6140-O (©CoID).jpg,DESIGN THEORY,GRAPHICS,OTHER,4.354703,4.2253947,3.098158
6727,"6142-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",WALLPAPER,INTERIOR DESIGN,TEXTILES,2.770884,6.774817,3.9985125
6728,61410 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.4091024,0.45470694,9.516018
6729,61411 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3647141,0.5010841,9.501387
6730,61412 H-O.jpg,CERAMICS,TABLEWARE,WALLPAPER,2.3577647,0.47062308,9.490682
6731,61413 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.2981398,0.5293224,9.542855
6732,6144 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.8725886,0.54998296,9.316043
6733,6145 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3783717,0.9747824,9.2662945
6734,6146 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3352604,0.973738,9.378805
6735,6149 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.6495128,0.13027069,9.549787
6736,615 & 616-O.jpg,OTHER,FURNITURE,DESIGN THEORY,7.103859,2.9018111,5.708629
6737,"6150-O(Dennis Hooker, F.I.B.P, F.R.P.S).jpg",CERAMICS,TABLEWARE,DOMESTIC APPLIANCES,4.1734123,0.24369888,8.643124
6738,"6151-O (Dennis Hooker, F.I.B.P, F.R.P.S, Do not use out of production).jpg",LIGHTING,TABLEWARE,CERAMICS,6.969257,1.1554532,8.508861
6739,6153-O (Dennis Hooker F.I.B.P.m F.R.P.S.).jpg,TABLEWARE,CERAMICS,LIGHTING,6.964737,1.1521655,8.510049
6740,"6154-O (Dennis Hooker, F.I.B.P, F.R.P.S).jpg",LIGHTING,TABLEWARE,MEDICAL,7.048646,1.163942,8.469175
6741,"6155-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",LIGHTING,TABLEWARE,JEWELLERY,7.004697,1.1797343,8.534341
6742,6157-O (©CoID).jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.455157,6.6357512,3.8761704
6743,"6158-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",ORNAMENTS,TABLEWARE,CERAMICS,2.971528,-0.37017497,7.2940702
6744,"6159-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",TABLEWARE,CERAMICS,ORNAMENTS,2.9267921,-0.41159686,7.321112
6745,6155 T-O.jpg,TRANSPORT,TOYS,DOMESTIC APPLIANCES,8.473557,1.8295711,5.0223002
6746,"6161-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",CERAMICS,TABLEWARE,OTHER,3.504489,0.117468126,9.088405
6747,"6165-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",LIGHTING,INDUSTRIAL AND MANUFACTURING PROCESSES,TABLEWARE,7.032484,1.1979876,8.243501
6748,6169-O (©CoID).jpg,TELECOMMUNICATIONS,PHOTOGRAPHY,OFFICE EQUIPMENT,6.7123046,1.3732471,4.7838306
6749,61615-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,3.0083587,0.5676434,9.280245
6750,61619-O.jpg,CERAMICS,TABLEWARE,OTHER,2.9993908,0.37181824,9.065265
6751,61621-O.jpg,CERAMICS,SOUVENIRS,TABLEWARE,2.0094316,1.0700396,9.6262045
6752,61623-O.jpg,CERAMICS,SOUVENIRS,TABLEWARE,2.2448888,1.0513908,9.375395
6753,61625-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.384964,0.82872283,9.530698
6754,61626-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.7265422,0.7151679,9.45345
6755,61627-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.327233,0.85627586,9.571073
6756,61628-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.6368,0.5649657,9.484808
6757,6163-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.8447802,0.47694772,9.22922
6758,61630-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,3.1624007,0.3506388,8.925389
6759,61631-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3174953,0.6423446,9.665113
6760,61632-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3411853,0.81981736,9.518701
6761,61633-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3956895,0.6672492,9.467972
6762,61634-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.8986347,0.4340218,9.253344
6763,61635-O (out of production do not use).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3358727,0.6868219,9.507212
6764,61636-O.jpg,CERAMICS,SOUVENIRS,OTHER,1.9626106,1.1163698,9.6772
6765,61637-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.198212,1.0775481,9.506893
6766,61640-O.jpg,CERAMICS,SOUVENIRS,TABLEWARE,2.198605,1.074505,9.549904
6767,61641-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.2438798,1.0071242,9.626843
6768,61642-O.jpg,CERAMICS,SOUVENIRS,TABLEWARE,2.196172,1.0786115,9.377899
6769,61643-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.1680558,0.9589507,9.551135
6770,61644-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3733487,0.939928,9.472244
6771,61647-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,3.0544794,0.56447446,9.15093
6772,61649-O.jpg,CERAMICS,TABLEWARE,OTHER,2.8998556,0.4686011,9.35691
6773,61650-O.jpg,CERAMICS,SOUVENIRS,TABLEWARE,2.1425095,0.9381384,9.502406
6774,61651-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.4348898,0.59669465,9.355328
6775,61652-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3417869,0.70307654,9.458767
6776,61653-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.4044044,0.87147534,9.662453
6777,61654-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,3.1382105,0.5014497,9.003608
6778,61655-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.1392503,0.9477993,9.572154
6779,61656-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.4660084,0.70632863,9.467093
6780,61657-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.299559,0.66783094,9.338534
6781,61658-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.7027369,0.58836335,9.417854
6782,61661-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.458042,0.12901129,9.5729065
6783,61662-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3340516,0.4996866,9.309517
6784,61663-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.4129033,0.5947904,9.27213
6785,61664-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,3.101863,0.39966723,9.003025
6786,61665-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.287105,0.29972517,9.201941
6787,61666-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.3425734,0.51109207,9.174242
6788,61667-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,3.0399523,0.6039908,9.093494
6789,61668-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.59792,0.4696964,9.344902
6790,61669-O.jpg,TABLEWARE,CERAMICS,DOMESTIC APPLIANCES,4.3158135,0.09499206,8.389521
6791,6168-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.4974496,0.7972406,9.531191
6792,6169-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,3.0092638,0.73628616,9.071144
6793,617 & 618-O.jpg,FURNITURE,SCIENTIFIC EQUIPMENT,TRAVEL GOODS,7.605899,2.8832593,5.916558
6794,6170-O (©CoID).jpg,DOMESTIC APPLIANCES,LIGHTING,TABLEWARE,6.966486,1.6575637,6.2699904
6795,6171-O (©CoID).jpg,TELECOMMUNICATIONS,HEATING,PHOTOGRAPHY,6.730738,1.3793979,4.7733254
6796,6172-O (©CoID).jpg,PHOTOGRAPHY,TELECOMMUNICATIONS,OFFICE EQUIPMENT,6.710213,1.3677231,4.7801595
6797,6173-O (©CoID).jpg,PHOTOGRAPHY,TELECOMMUNICATIONS,OFFICE EQUIPMENT,6.7251368,1.3650924,4.7802677
6798,6174-O (©CoID).jpg,MUSICAL INSTRUMENTS,TELECOMMUNICATIONS,OFFICE EQUIPMENT,6.707094,1.3556973,4.7597647
6799,6175-O (©CoID).jpg,TELECOMMUNICATIONS,MUSICAL INSTRUMENTS,OFFICE EQUIPMENT,6.6889787,1.3542569,4.760958
6800,6176-O (©CoID).jpg,TELECOMMUNICATIONS,PHOTOGRAPHY,OFFICE EQUIPMENT,6.7533684,1.3920052,4.8082395
6801,6177-O (©CoID).jpg,CERAMICS,TABLEWARE,OTHER,3.3901827,-0.033158716,9.453978
6802,6178-O (©CoID).jpg,TABLEWARE,CERAMICS,OTHER,3.4274602,-0.048423335,9.417961
6803,"6179-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,OTHER,11.444704,7.6080685,7.4873824
6804,61716-O.jpg,TEXTILES,WALLPAPER,CARPETS,2.2899468,8.863182,4.1645656
6805,61720-O.jpg,TEXTILES,CARPETS,WALLPAPER,2.2190683,9.032577,4.5712247
6806,6173-O.jpg,TEXTILES,WALLPAPER,CARPETS,2.18589,8.487112,4.1342545
6807,6184-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,WALLPAPER,11.154852,7.8348427,4.6161256
6808,6185-O (©CoID).jpg,TABLEWARE,CERAMICS,SOUVENIRS,4.1668487,-0.1278729,8.145627
6809,6186-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.066187,7.62869,3.036314
6810,6187-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.176931,7.6165833,3.0217712
6811,6188-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.226775,7.660269,2.9755282
6812,6189-O (©CoID).jpg,CERAMICS,TABLEWARE,OTHER,3.6415157,0.16984132,8.992702
6813,6191-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.3928323,7.7179666,4.1424546
6814,6192-O (©CoID).jpg,WALLPAPER,GRAPHICS,TEXTILES,2.987106,5.985603,3.5175445
6815,"6193-O (Copy neg, Return to the CoID).jpg",FURNITURE,INTERIOR DESIGN,OTHER,10.570537,7.601037,4.5272465
6816,6194-O (copy neg CoID)(53-1532).jpg,LIGHTING,OTHER,FURNITURE,7.3189883,1.299614,8.302619
6817,6195-O (copy neg CoID)(54-1524).jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.195005,4.052746,3.1473515
6818,6196-O (copy neg CoID)(56-3039).jpg,FURNITURE,INTERIOR DESIGN,HEATING,11.747174,7.2376876,5.4273314
6819,6197-O (copy neg CoID) (53-2764).jpg,LIGHTING,SMOKING ACCESSORIES,JEWELLERY,7.291288,1.2497398,8.236132
6820,6198-O (copy neg CoID) (56-1106).jpg,CERAMICS,ORNAMENTS,SOUVENIRS,3.2815037,1.0922004,8.371936
6821,6199-O (copy neg CoID)(55-320).jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.1978896,-0.41330624,7.4961762
6822,61910 T-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.160458,8.326232,4.0332613
6823,61911 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.453795,7.764147,4.385308
6824,61912-H-O.jpg,INTERIOR DESIGN,FURNITURE,CARPETS,11.676251,7.6435823,3.1946607
6825,61913-H-O.jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.640795,7.6012573,3.1004066
6826,6194 H-O.jpg,FURNITURE,INTERIOR DESIGN,OTHER,11.166913,7.3341436,6.6404386
6827,6195 T-O.jpg,INTERIOR DESIGN,HEATING,FURNITURE,10.817978,8.368851,3.2861779
6828,6196 T-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,9.946976,8.482085,3.8361049
6829,6197 T-O.jpg,INTERIOR DESIGN,FURNITURE,CARPETS,11.72303,7.619373,3.5476959
6830,6198 T-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.926504,7.907751,3.3759074
6831,6199 T-O.jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.625156,7.736406,3.2259274
6832,62 H-O.jpg,TABLEWARE,CERAMICS,SOUVENIRS,4.0274343,-0.0014879887,8.600528
6833,620 & 622-O.jpg,CLOCKS,HEATING,TOYS,6.4318767,0.42070597,3.8021035
6834,6200-O (copy neg CoID).jpg,FURNITURE,INTERIOR DESIGN,TOOLS,11.74188,6.84709,6.362222
6835,"6201-O (Copy neg, Return to the CoID).jpg",INDUSTRIAL AND MANUFACTURING PROCESSES,ENGINEERING,TOOLS,8.473525,2.267563,5.2214003
6836,"6202-O (Copy neg, Return to the CoID).jpg",CERAMICS,TABLEWARE,SOUVENIRS,2.3711913,0.5152502,9.227715
6837,"6203-O (Copy neg, Return to the CoID).jpg",CERAMICS,TABLEWARE,SOUVENIRS,3.3555753,0.65723014,8.621268
6838,"6204-O (Copy neg, Return to the CoID).jpg",FURNITURE,OTHER,ORNAMENTS,11.504719,7.226609,7.521007
6839,"6205-O (Copy neg, Return to the CoID).jpg",FURNITURE,INTERIOR DESIGN,DESIGN THEORY,10.718767,7.5069914,6.7128158
6840,"6206-O (Copy neg, Return to the CoID).jpg",LIGHTING,FURNITURE,SOUVENIRS,7.183895,1.2769,8.50439
6841,"6207-O (Copy neg, Return to the CoID, 54-1915).jpg",LIGHTING,OTHER,SCIENTIFIC EQUIPMENT,7.244342,1.1941096,8.336969
6842,"6208-O (Copy neg, Return to the CoID, Out of production do not use, 54-2795).jpg",LIGHTING,OTHER,HEATING,7.3839664,1.1940356,8.231619
6843,"6209-O (Copy neg, Return to the CoID, 54-2796).jpg",LIGHTING,OTHER,INTERIOR DESIGN,7.333021,1.2819233,8.367826
6844,6201-H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.1467314,3.9670153,1.370728
6845,62010-H-O.jpg,GRAPHICS,SMOKING ACCESSORIES,DESIGN THEORY,2.884097,3.6134117,2.4494169
6846,62011-H-O.jpg,GRAPHICS,DESIGN THEORY,SMOKING ACCESSORIES,3.0984125,3.5511217,2.6761503
6847,62012-H-O.jpg,GRAPHICS,DESIGN THEORY,SMOKING ACCESSORIES,3.1077123,3.5694132,2.59411
6848,62013-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,3.0084932,3.5129225,2.67905
6849,6202-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,2.6635196,4.0587864,1.7069337
6850,6203-H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.1299467,3.8858638,1.736441
6851,6204-H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,2.8767982,3.9767241,1.5203009
6852,6205-H-O.jpg,GRAPHICS,WALLPAPER,SOUVENIRS,2.7717679,3.979699,1.3654361
6853,6206-H-O.jpg,GRAPHICS,SOUVENIRS,WALLPAPER,2.7047832,4.088873,1.6524184
6854,6207-H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,2.7860086,4.0112953,1.402085
6855,6208-H-O.jpg,GRAPHICS,SMOKING ACCESSORIES,SOUVENIRS,2.964377,3.2624736,2.832175
6856,6209-H-O.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,2.8284905,3.7598882,2.1850095
6857,621-O.jpg,CLOCKS,MUSICAL INSTRUMENTS,TOYS,6.3968134,0.52124256,3.8995943
6858,"6210-O (Dennis Hooker F.I.B.P., F.R.P.S.)P..jpg",TEXTILES,WALLPAPER,CARPETS,2.1949563,7.988422,4.5841546
6859,"6213-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",FURNITURE,ORNAMENTS,TOOLS,10.788806,6.9565644,7.6237664
6860,"6214-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",CERAMICS,ORNAMENTS,SOUVENIRS,3.4357922,1.1359879,8.245013
6861,6215-O (©CoID).jpg,TELECOMMUNICATIONS,DOMESTIC APPLIANCES,SCIENTIFIC EQUIPMENT,7.3598747,2.357346,6.0773134
6862,6216-O (©CoID).jpg,ENGINEERING,TRAVEL GOODS,TELECOMMUNICATIONS,7.484327,2.2700214,6.000013
6863,6217-O (©CoID).jpg,TELECOMMUNICATIONS,DOMESTIC APPLIANCES,ENGINEERING,7.365508,2.3175528,6.0357585
6864,6211 H-O.jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,2.8210344,3.5528266,2.5109468
6865,62110 M-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,3.1658313,3.464975,2.2909665
6866,62111 M-O.jpg,GRAPHICS,DESIGN THEORY,SMOKING ACCESSORIES,2.9681175,3.8143098,2.4704478
6867,62112 T-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,2.9309986,3.7157025,2.4787874
6868,6212 T-O.jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,2.6272266,3.7703462,2.0478914
6869,6213 T-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.349861,3.760089,1.6490487
6870,6214 T-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,2.5694041,4.1402693,1.6529126
6871,6215 T-O.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,2.4782224,4.193595,1.5697376
6872,6216-T-O.jpg,GRAPHICS,WALLPAPER,SOUVENIRS,3.3104193,3.821831,1.647817
6873,6217-T-O.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,2.5083492,4.2086973,1.6120622
6874,6218-T-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,3.033712,4.0110245,1.7270353
6875,6219 T-O.jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,2.5435982,4.0510855,1.7870256
6876,6222-O (©CoID).jpg,TABLEWARE,CERAMICS,DOMESTIC APPLIANCES,4.182344,0.1971619,8.370094
6877,6227-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.0429494,1.001526,9.634964
6878,6228-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.5153503,0.53849626,9.500201
6879,6229-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,3.430989,-0.01976977,9.43258
6880,6221 H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.3352509,4.339507,1.9358791
6881,62210 H-O.jpg,SCIENTIFIC EQUIPMENT,ENGINEERING,DOMESTIC APPLIANCES,7.990857,1.7035038,5.7078176
6882,62211 T-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,3.609126,4.2362366,2.078929
6883,62212 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.003155,8.28659,4.0322957
6884,62213 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.029549,8.3334,4.028454
6885,6222 H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.2353854,3.5877855,2.1003966
6886,6223 H-O.jpg,SOUVENIRS,SMOKING ACCESSORIES,TABLEWARE,3.637853,2.7049463,4.382675
6887,6224 T-O.jpg,ENGINEERING,INDUSTRIAL AND MANUFACTURING PROCESSES,TOOLS,8.59411,2.0359473,5.2096906
6888,6227 H-O.jpg,INTERIOR DESIGN,FURNITURE,GRAPHICS,9.786593,8.114759,3.9389105
6889,6228 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.173209,7.724952,3.5248752
6890,6229 H-O.jpg,MUSICAL INSTRUMENTS,TELECOMMUNICATIONS,HEATING,6.935373,2.335051,5.6014323
6891,623-O.jpg,FURNITURE,INTERIOR DESIGN,CARPETS,10.762846,7.6027675,6.0618706
6892,6230-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.857461,-0.046676725,9.341518
6893,"6231-O (Dennis Hooker, F.I.B.P, F.R.P.S).jpg",MATERIALS,TOOLS,FURNITURE,7.10856,3.6642368,4.923044
6894,"6232-O (Dennis Hooker, F.I.B.P, F.R.P.S).jpg",TABLEWARE,CERAMICS,OPTICAL,5.886465,-0.88141996,8.201915
6895,6233-O (©CoID).jpg,WALLPAPER,TEXTILES,GRAPHICS,2.811896,6.489115,3.814344
6896,6234-O (©CoID).jpg,WALLPAPER,GRAPHICS,TEXTILES,2.647605,6.5361357,3.7306302
6897,6235-O (©CoID).jpg,WALLPAPER,GRAPHICS,TEXTILES,2.7300894,6.393215,3.7272408
6898,6236-O (©CoID).jpg,WALLPAPER,TEXTILES,GRAPHICS,2.5384073,6.866823,3.7116199
6899,6237-O (©CoID).jpg,WALLPAPER,GRAPHICS,TEXTILES,2.6710825,6.4227877,3.7305782
6900,6238-O (©CoID).jpg,WALLPAPER,GRAPHICS,TEXTILES,2.78368,6.3476744,3.6404717
6901,"6239-O (Dennis Hooker F.I.B.P., F.R.P.S.).jpg",FURNITURE,TOOLS,OTHER,10.805802,6.632451,7.654255
6902,6231 H-O.jpg,TEXTILES,WALLPAPER,CARPETS,2.2928169,8.358347,3.8854876
6903,62310 H-O 2.jpg,TEXTILES,WALLPAPER,CARPETS,2.359581,8.181008,3.9426067
6904,62311 H-O 2.jpg,TEXTILES,WALLPAPER,CARPETS,2.3021991,8.123922,3.975227
6905,62312 H-O 2.jpg,WALLPAPER,TEXTILES,CARPETS,2.3192935,7.927836,3.9457161
6906,6232 H-O.jpg,TEXTILES,WALLPAPER,GRAPHICS,2.4923851,8.681413,3.9344077
6907,6234-O.jpg,WALLPAPER,TEXTILES,GRAPHICS,2.4172125,7.803851,3.8578582
6908,6235 H-O.jpg,TEXTILES,WALLPAPER,CARPETS,2.421957,8.703733,3.9912033
6909,6236 H-O.jpg,TEXTILES,WALLPAPER,CARPETS,2.4061487,8.810908,3.9452515
6910,6237 H-O 2.jpg,TEXTILES,WALLPAPER,CARPETS,2.3056781,8.642044,4.028405
6911,6238 H-O 2.jpg,TEXTILES,WALLPAPER,CARPETS,2.2862132,8.254726,3.9699256
6912,6239 H-O 2.jpg,TEXTILES,WALLPAPER,MATERIALS,2.7576025,8.685756,4.494076
