,file,predicted 1,predicted 2,predicted 3,x,y,z
0,1000-O [Dennis Hooker].jpg,TEXTILES,ORNAMENTS,SOUVENIRS,3.3812418,7.9618597,5.001728
1,1001-O [Dennis Hooker].jpg,SOUVENIRS,CERAMICS,GRAPHICS,2.2099824,1.0708683,8.4698515
2,1002-O [Dennis Hooker].jpg,CERAMICS,TABLEWARE,ORNAMENTS,2.8881502,-0.21196033,7.4559407
3,1003-O [Dennis Hooker].jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.0228953,-0.41570374,7.3225656
4,1004-O [Dennis Hooker].jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.627492,7.6530557,3.1575453
5,1005-O [Dennis Hooker].jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.630792,7.5938587,3.16862
6,1006-O [Dennis Hooker].jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.625125,7.727182,3.1584024
7,1007-O [Dennis Hooker].jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.624997,7.666669,3.2303562
8,1008-O [Dennis Hooker].jpg,JEWELLERY,TABLEWARE,SOUVENIRS,4.0539436,2.0519621,6.5068045
9,1009-O [Dennis Hooker].jpg,SOUVENIRS,CERAMICS,SMOKING ACCESSORIES,3.1192768,2.3160467,5.6014614
10,1010-O [Dennis Hooker].jpg,TABLEWARE,CERAMICS,ORNAMENTS,4.024157,-0.25043303,8.5245075
11,101and102-O.jpg,LIGHTING,SANITARY EQUIPMENT,INTERIOR DESIGN,7.245931,1.2261297,8.257937
12,1031-O [Dennis Hooker].jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.519553,7.613013,3.0795755
13,1032-O [Dennis Hooker].jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.529757,7.5683365,3.0866897
14,"1033-O (Dennis Hooker A.I.B.P, A.R.P.S).jpg",CERAMICS,SOUVENIRS,ORNAMENTS,2.0716665,1.0914776,9.589929
15,"1034-O (Dennis Hooker A.I.B.P, A.R.P.S).jpg",OFFICE EQUIPMENT,GRAPHICS,DESIGN THEORY,5.230976,3.5455859,5.5800624
16,"1036-O (Dennis Hooker A.I.B.P, A.R.P.S).jpg",INTERIOR DESIGN,FURNITURE,HEATING,10.529665,8.319837,4.202859
17,"1037-O (Dennis Hooker A.I.B.P, A.R.P.S).jpg",INTERIOR DESIGN,FURNITURE,HEATING,10.753485,7.829681,4.7772965
18,"1038-O (Dennis Hooker A.I.B.P, A.R.P.S).jpg",GRAPHICS,SOUVENIRS,DESIGN THEORY,3.68446,3.0781004,4.0632353
19,"1039-O (Dennis Hooker A.I.B.P, A.R.P.S).jpg",SOUVENIRS,JEWELLERY,SMOKING ACCESSORIES,3.6785374,2.309108,6.0756598
20,103and104-O.jpg,FURNITURE,OTHER,INTERIOR DESIGN,10.745614,7.422125,7.164995
21,"1040-O (Dennis Hooker A.I.B.P, A.R.P.S).jpg",SOUVENIRS,JEWELLERY,GRAPHICS,3.2370105,2.4509265,5.596109
22,1041-O (©COID).jpg,WALLPAPER,BUILDING ACCESSORIES,SOUVENIRS,2.3390052,6.0344453,4.3444195
23,1042-O (©COID).jpg,WALLPAPER,BUILDING ACCESSORIES,ORNAMENTS,2.325904,6.10884,4.360414
24,1043-O (©COID).jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.2964234,6.1046333,4.3040614
25,1044-O (©COID).jpg,BUILDING ACCESSORIES,WALLPAPER,SOUVENIRS,2.2960494,6.095939,4.334015
26,1045-O (©COID).jpg,CERAMICS,SOUVENIRS,WALLPAPER,2.3422544,5.9872336,4.3799114
27,1046-O (©CoID).jpg,WALLPAPER,TEXTILES,OTHER,2.4784174,7.0685873,3.862221
28,1047-O (©COID).jpg,SOUVENIRS,BUILDING ACCESSORIES,WALLPAPER,2.3481236,5.9786606,4.3533993
29,1048-O (COID).jpg,WALLPAPER,BUILDING ACCESSORIES,SOUVENIRS,2.3400388,6.049442,4.3631434
30,1049-O (COID).jpg,SOUVENIRS,GRAPHICS,SMOKING ACCESSORIES,3.1064131,4.1014624,3.4735253
31,1050-O (COID).jpg,SOUVENIRS,CERAMICS,ORNAMENTS,2.3411148,5.9360657,4.3921804
32,1051-O (COID).jpg,SMOKING ACCESSORIES,GRAPHICS,MUSICAL INSTRUMENTS,4.109711,2.457273,5.6752796
33,1052-O (COID).jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.620401,7.657943,3.155499
34,1053-O (COID).jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.603121,7.6418486,3.1561313
35,1054-O (COID).jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.562484,7.7148004,3.2694612
36,1055-O (COID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.670903,7.6410856,3.1720555
37,1056-O (©COID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.1909,7.9597425,3.3420017
38,1057-O (COID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.58015,7.7328157,3.2282832
39,1058-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.171805,7.750844,3.231534
40,1059-O (©COID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.040957,8.096572,3.8683307
41,105and106-O.jpg,LIGHTING,SCIENTIFIC EQUIPMENT,SMOKING ACCESSORIES,7.158545,1.1833686,8.33769
42,1060-O (COID).jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.693436,7.7194743,3.239174
43,1061-O (©COID).jpg,INTERIOR DESIGN,WALLPAPER,FURNITURE,9.6946745,7.93235,3.8653944
44,1062-O (COID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.661585,7.745439,3.5230815
45,1063-O (©COID).jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,3.6998112,4.5605,2.7204752
46,1064-O (COID).jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,3.3490798,3.5822635,3.3533998
47,"1065-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",WALLPAPER,TEXTILES,GRAPHICS,2.9463813,6.661733,3.7560494
48,"1066-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",TEXTILES,GRAPHICS,ORNAMENTS,2.569285,8.855948,4.493656
49,"1067-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",JEWELLERY,SOUVENIRS,RELIGIOUS OBJECTS,4.018213,2.0787723,6.481113
50,"1068-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",SOUVENIRS,CERAMICS,JEWELLERY,3.369349,2.2553265,6.142785
51,"1069-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",SOUVENIRS,WALLPAPER,GRAPHICS,3.0747163,5.719661,3.5699599
52,107-O.jpg,LIGHTING,SANITARY EQUIPMENT,JEWELLERY,7.2655277,1.173997,8.277274
53,1070 H-O (COID).jpg,GRAPHICS,DESIGN THEORY,SMOKING ACCESSORIES,2.4181347,4.2843328,1.4646361
54,1071 H-O (COID).jpg,GRAPHICS,SMOKING ACCESSORIES,WALLPAPER,2.8275013,3.5328894,2.5324004
55,"1073-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,CARPETS,10.969597,8.521913,6.9918895
56,"1074-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,OTHER,10.97092,8.482467,6.9953623
57,"1076-O (Dennis Hooker, A.I.B.P., A.R.P.S).jpg",FURNITURE,INTERIOR DESIGN,CARPETS,10.758895,7.7244544,6.7035522
58,"1077-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,CARPETS,10.998533,8.548712,6.9063983
59,"1078-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,CARPETS,10.616934,8.022373,5.5253425
60,"1079-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",INTERIOR DESIGN,FURNITURE,WALLPAPER,10.551358,8.022159,5.399948
61,1080-O (COID).jpg,WALLPAPER,TEXTILES,GRAPHICS,2.3551693,6.108008,4.2743373
62,1081-O (COID).jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.231435,6.141074,4.339239
63,1082-O ©COID.jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.216083,6.146485,4.323144
64,1083-O (COID).jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.242045,6.1385493,4.3316884
65,"1084-O (©COID, out of production do not use).jpg",WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.214894,6.165942,4.332956
66,1085-O (COID).jpg,BUILDING ACCESSORIES,WALLPAPER,TEXTILES,2.3184397,6.0548,4.3524866
67,1086-O (©CoID).jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.2253604,6.1647086,4.3273716
68,1087-O (COID).jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.2233586,6.1953573,4.3021636
69,1088-O (COID).jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.2245505,6.173616,4.317298
70,1089-O (COID).jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.2135406,6.166033,4.3299017
71,"1091-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",TEXTILES,CARPETS,ORNAMENTS,2.562201,8.753817,4.5162945
72,"1092-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",CERAMICS,SOUVENIRS,GRAPHICS,2.1924176,0.8693733,8.561634
73,"1093-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",TOOLS,MUSICAL INSTRUMENTS,ORNAMENTS,6.692817,0.10628222,7.127753
74,"1094-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",JEWELLERY,SOUVENIRS,ORNAMENTS,3.8325918,2.1841197,6.2810483
75,1095-O (COID).jpg,WALLPAPER,TEXTILES,BUILDING ACCESSORIES,2.243711,7.1375804,4.004931
76,1096-O (COID).jpg,SOUVENIRS,SMOKING ACCESSORIES,JEWELLERY,3.8378017,2.250771,6.0957246
77,"1097-O (Dennis Hooker A.I.B.P, A.R.P.S.).jpg",GRAPHICS,SOUVENIRS,WALLPAPER,2.9905183,3.9207668,3.009999
78,"1098-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",CERAMICS,SOUVENIRS,TABLEWARE,2.3863692,1.1016488,9.051971
79,"1099-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",JEWELLERY,SOUVENIRS,RELIGIOUS OBJECTS,3.964929,2.1340723,6.399978
80,11 H-O.jpg,TEXTILES,GRAPHICS,WALLPAPER,2.6135154,8.701902,4.4084187
81,"1100-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,3.0518305,3.2492704,3.4383848
82,"1101-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",SOUVENIRS,CERAMICS,GRAPHICS,3.0436425,2.219312,5.7470703
83,"1102-O (Dennis Hooker A.I.B.P, A.R.P.S.).jpg",CLOCKS,MUSICAL INSTRUMENTS,SCIENTIFIC EQUIPMENT,6.4609056,0.4570562,3.7644215
84,"1103-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CLOCKS,DESIGN THEORY,MUSICAL INSTRUMENTS,6.4817085,0.4432364,3.7397335
85,"1104-O (Dennis Hooker, Out of production do not use).jpg",CLOCKS,MUSICAL INSTRUMENTS,DESIGN THEORY,6.4522085,0.42114732,3.7653904
86,"1105-O (Dennis Hooker. A.I.B.P., A.R.P.S.).jpg",CLOCKS,MUSICAL INSTRUMENTS,DESIGN THEORY,6.454379,0.41999087,3.7550159
87,"1105-O (©CoID, copy neg).jpg",CLOCKS,MUSICAL INSTRUMENTS,SCIENTIFIC EQUIPMENT,6.4744725,0.4446845,3.7627113
88,1106-O (©CoID).jpg,TABLEWARE,INTERIOR DESIGN,DOMESTIC APPLIANCES,4.8216057,-0.35872224,8.261015
89,1107-O (©CoID).jpg,DESIGN THEORY,GRAPHICS,WALLPAPER,4.6343718,4.386703,3.6447139
90,1108-O (©CoID).jpg,TABLEWARE,DRAWING AND PAINTING EQUIPMENT AND ACCESSORIES,TOOLS,4.9883537,3.9341526,4.2259874
91,1109-O (©CoID).jpg,DESIGN THEORY,TOYS,GRAPHICS,5.0234933,4.399089,3.8755832
92,110and111-O 'copy'.jpg,INTERIOR DESIGN,GRAPHICS,DESIGN THEORY,9.510325,7.3792577,3.5836236
93,111-5 B-O.jpg,FURNITURE,INTERIOR DESIGN,TRAVEL GOODS,12.171532,6.80486,5.970963
94,1111-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,9.784918,7.935526,3.4819262
95,1112-O (©CoID).jpg,GRAPHICS,DESIGN THEORY,INTERIOR DESIGN,4.120897,4.3287425,3.0829072
96,1113-O (©CoID).jpg,CERAMICS,TABLEWARE,TOYS,2.8887184,0.56767565,9.35013
97,"1114-O (Dennis Hooker A.I.B.P, A.R.P.S).jpg",TEXTILES,CARPETS,WALLPAPER,2.1478176,8.396282,4.618713
98,"1117-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TABLEWARE,DESIGN THEORY,SOUVENIRS,6.251629,1.6483662,5.4064364
99,"1118-O (Dennis Hooker, A.I.B.P., A.R.P.S).jpg",JEWELLERY,SOUVENIRS,SMOKING ACCESSORIES,3.9682026,2.2105064,6.245891
100,"1119-O (Dennis Hooker, A.I.B.P., A.R.P.S.).jpg",SMOKING ACCESSORIES,TOYS,DOMESTIC APPLIANCES,6.8523374,0.99690217,6.836851
101,1120-O (©CoID).jpg,PORTRAITS,GRAPHICS,INTERIOR DESIGN,7.022226,4.8969665,4.014205
102,"1121 & 1122-O (copy negs, ©CoID).jpg",LIGHTING,TABLEWARE,INTERIOR DESIGN,7.1555543,1.2999723,8.094616
103,"1123-O (copy neg, ©CoID).jpg",LIGHTING,FURNITURE,SOUVENIRS,7.0342827,1.2729865,8.311371
104,"1124-O (copy neg, ©CoID).jpg",GRAPHICS,DESIGN THEORY,WALLPAPER,3.9069228,4.3915844,2.9234912
105,"1125 & 1126-O (copy neg, ©CoID).jpg",CERAMICS,TABLEWARE,SOUVENIRS,2.6086495,0.7905379,8.755348
106,1127 & 1128-O (copy negs ©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.8283207,0.6453222,8.761755
107,"1129-O (copy neg, ©CoID).jpg",CERAMICS,TABLEWARE,SOUVENIRS,3.0419028,0.8467551,8.553881
108,1130-O (©CoID).jpg,GRAPHICS,WALLPAPER,TEXTILES,3.173058,4.7987714,2.510826
109,1131-O (©CoID).jpg,TRAVEL GOODS,INTERIOR DESIGN,FURNITURE,5.540775,3.6716478,5.795869
110,1132-O (©CoID).jpg,DESIGN THEORY,DRAWING AND PAINTING EQUIPMENT AND ACCESSORIES,INDUSTRIAL AND MANUFACTURING PROCESSES,4.9354796,4.1416345,4.0436025
111,1133-O (©CoID).jpg,GRAPHICS,DESIGN THEORY,SMOKING ACCESSORIES,4.076435,4.1537447,3.2163665
112,1134-O (©CoID).jpg,DESIGN THEORY,GRAPHICS,TOYS,4.4831896,4.4077077,3.3771086
113,1135 Ph.H-O (©CoID).jpg,GRAPHICS,DESIGN THEORY,OTHER,4.2833166,3.9322338,2.9326966
114,1135-O (©CoID).jpg,GRAPHICS,OTHER,DESIGN THEORY,4.330256,4.0254908,2.9749453
115,1136-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.4857197,0.7413399,9.576827
116,114-O (copy).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.393244,7.587813,3.7542343
117,1141-O (©CoID).jpg,GRAPHICS,WALLPAPER,TEXTILES,3.4090452,4.6628847,2.1973753
118,1142-O (©CoID).jpg,ORNAMENTS,SOUVENIRS,SMOKING ACCESSORIES,3.4088254,7.870902,5.0084867
119,1143-O (©CoID).jpg,CLOTHING,ORNAMENTS,CARPETS,3.3668396,7.9199114,5.028883
120,1144-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.1646123,7.895251,4.719015
121,1145-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.5679915,7.7475424,4.6823506
122,1146-O (©CoID).jpg,WALLPAPER,TEXTILES,CARPETS,2.3329523,7.565167,4.1075945
123,1147-O (©CoID).jpg,FURNITURE,INTERIOR DESIGN,CARPETS,10.677787,7.989301,5.6036234
124,"1148-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,3.0557075,3.3280742,2.4405887
125,"1149-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",SOUVENIRS,CERAMICS,GRAPHICS,3.1781373,2.4994519,5.585879
126,115 H-O.jpg,SMOKING ACCESSORIES,TABLEWARE,DOMESTIC APPLIANCES,4.3029494,-0.31264222,7.5284686
127,115-2 Ph.B (©CoID).jpg,TOOLS,TABLEWARE,DOMESTIC APPLIANCES,6.574506,0.14203519,7.244578
128,"1150-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",TEXTILES,CLOTHING,FURNITURE,3.3076558,8.1017885,4.9861836
129,"1151-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",TOYS,ORNAMENTS,JEWELLERY,4.2129955,2.2534916,6.3738065
130,"1152-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",GRAPHICS,SMOKING ACCESSORIES,SOUVENIRS,3.295482,3.2377524,3.4949832
131,"1153-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",SOUVENIRS,SMOKING ACCESSORIES,TABLEWARE,3.7857206,2.8192616,4.2549224
132,"1154-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",CERAMICS,SOUVENIRS,TABLEWARE,2.6362307,1.1489444,8.596836
133,"1155-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",TEXTILES,CARPETS,FURNITURE,2.9739764,8.311588,4.802898
134,"1157-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,CARPETS,10.525146,7.9827275,6.8851256
135,"1159-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",INTERIOR DESIGN,FURNITURE,CARPETS,10.575141,8.047676,5.44901
136,"1160-O (Dennis Hooker, A.I.B.P., A.R.P.S.).jpg",INTERIOR DESIGN,FURNITURE,CARPETS,10.619386,8.046531,5.412443
137,"1162-O (Dennis Hooker, A.I.B.P., A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,CARPETS,10.684712,7.804598,6.700351
138,"1163-O (Dennis Hooker, A.I.B.P., A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,CARPETS,10.73061,7.9849024,5.364115
139,"1164-O (Dennis Hooker, A.I.B.P., A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,CARPETS,10.616015,8.045349,5.4709473
140,"1166-O (Dennis Hooker, A.I.B.P., A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,TRANSPORT,10.553105,7.989596,7.0777106
141,"1167-O (Dennis Hooker, A.I.B.P., A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,HEATING,10.719298,8.006771,5.4614453
142,1168-O (©CoID).jpg,WALLPAPER,TEXTILES,GRAPHICS,2.5580063,6.6055994,3.850442
143,1169-O (©CoID).jpg,SMOKING ACCESSORIES,DOMESTIC APPLIANCES,TABLEWARE,6.860509,4.002664,4.6103272
144,11668 B-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,MATERIALS,PHOTOGRAPHY,7.8986764,4.115893,4.7888894
145,11669 B-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,MATERIALS,BUILDING ACCESSORIES,7.906489,4.114063,4.792412
146,11678 B-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,MATERIALS,BUILDING ACCESSORIES,7.8711267,4.090433,4.8161592
147,11686 H-O.jpg,FURNITURE,ORNAMENTS,ARCHITECTURE,11.288471,7.202017,7.420062
148,116 B-O.jpg,ORNAMENTS,MATERIALS,FURNITURE,4.630148,0.7724963,7.9139156
149,116 B-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,MATERIALS,TOYS,7.9942164,4.198531,4.7259645
150,116 B-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,TOOLS,MATERIALS,8.047069,4.026956,4.772521
151,117 H-O.jpg,SOUVENIRS,JEWELLERY,SMOKING ACCESSORIES,3.6021888,2.4480016,5.835842
152,1170-O (©CoID).jpg,TEXTILES,WALLPAPER,INDUSTRIAL AND MANUFACTURING PROCESSES,2.4521065,9.071918,4.469162
153,1171-O (©CoID).jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,3.4259217,3.623482,3.595409
154,1173-O (©CoID).jpg,TABLEWARE,TOOLS,SCIENTIFIC EQUIPMENT,6.820259,0.106948815,7.3080587
155,1174-O (©CoID).jpg,DOMESTIC APPLIANCES,TOYS,ENGINEERING,7.19451,1.4309647,6.3478045
156,"1176-O (Dennis Hooker A.I.B.P., A.R.P.S.) .jpg",TABLEWARE,SOUVENIRS,DOMESTIC APPLIANCES,4.4051557,0.054479077,7.7326884
157,"1177-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",CLOTHING,SMOKING ACCESSORIES,TRAVEL GOODS,5.1412582,3.8448076,5.8261213
158,"1178-O (Dennis Hooker A.I.B.P., A.R.P.S.) .jpg",SOUVENIRS,JEWELLERY,RELIGIOUS OBJECTS,3.4070508,2.4134336,5.805424
159,"1179-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",TOOLS,TABLEWARE,MUSICAL INSTRUMENTS,6.823266,0.07764289,7.3301525
160,118 H-O.jpg,SOUVENIRS,GRAPHICS,CERAMICS,3.1696079,2.4793663,5.5221167
161,1180-O (©CoID).jpg,GRAPHICS,WALLPAPER,TEXTILES,3.0658982,5.9487677,3.4623096
162,1181-O (©CoID).jpg,SOUVENIRS,TABLEWARE,OTHER,3.2352934,2.3615904,5.556512
163,1182-O (©CoID).jpg,SOUVENIRS,GRAPHICS,SMOKING ACCESSORIES,3.1910882,2.411905,5.456996
164,"1183-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",SOUVENIRS,OTHER,SMOKING ACCESSORIES,3.1898272,2.4723978,5.52882
165,1184-O (©CoID).jpg,TEXTILES,WALLPAPER,MATERIALS,2.499985,8.727478,4.0775924
166,1185-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.5428858,8.694672,4.209385
167,1186-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.4589524,8.603628,4.085097
168,"1187-O (©CoID, Out of production do not use).jpg",WALLPAPER,TEXTILES,GRAPHICS,2.5398085,7.4833183,3.7530885
169,"1188, 1189-O (©CoID).jpg",WALLPAPER,TEXTILES,GRAPHICS,2.4851067,7.6577077,3.7942762
170,119 H-O (out of production do not use).jpg,SMOKING ACCESSORIES,SOUVENIRS,TABLEWARE,4.0095525,1.4376595,7.655111
171,"1190, 1191-O (©CoID).jpg",LIGHTING,FURNITURE,SCIENTIFIC EQUIPMENT,7.149595,1.2142885,8.479233
172,"1192, 1193-O (©CoID).jpg",TABLEWARE,CERAMICS,OTHER,5.646737,-0.82026106,8.291018
173,1194-O (©CoID).jpg,TABLEWARE,CERAMICS,INTERIOR DESIGN,4.0879626,-0.30589703,8.26677
174,"1195, 1196-O (©CoID).jpg",FURNITURE,INTERIOR DESIGN,HEATING,11.078474,7.722767,4.7453976
175,111 S-O.jpg,FURNITURE,ORNAMENTS,OTHER,11.190771,6.931129,7.4277544
176,12 H-O.jpg,MUSICAL INSTRUMENTS,CLOCKS,ORNAMENTS,10.998327,6.1460233,6.182508
177,120 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,DOMESTIC APPLIANCES,SMOKING ACCESSORIES,7.66091,4.16807,4.7876987
178,"1200-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TABLEWARE,ORNAMENTS,SOUVENIRS,3.4938598,-0.31003648,7.009843
179,1201-O (©CoID).jpg,TABLEWARE,OPTICAL,TOOLS,5.94035,-0.9532204,8.19485
180,1202-O (©CoID).jpg,CERAMICS,SMOKING ACCESSORIES,SOUVENIRS,3.0362573,1.0154469,8.470865
181,1203-O (©CoID).jpg,SOUVENIRS,JEWELLERY,SMOKING ACCESSORIES,3.718551,2.2957847,6.0917783
182,1204-O (©CoID).jpg,SOUVENIRS,GRAPHICS,SMOKING ACCESSORIES,3.203153,2.4705637,5.3113794
183,1205-O (©CoID).jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,3.044545,3.7373729,3.1019018
184,"1206-O (©CoID + Dennis Hooker, A.I.B.P, A.R.P.S).jpg",SOUVENIRS,TABLEWARE,SMOKING ACCESSORIES,3.5903842,2.722321,4.916143
185,1207-O (Photo by CoID).jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,10.767274,7.857427,7.093128
186,"1208-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",FURNITURE,INTERIOR DESIGN,OTHER,10.739421,8.002456,7.135505
187,121 H-O (out of production do not use).jpg,FURNITURE,INTERIOR DESIGN,GRAPHICS,10.60158,7.9930744,5.527202
188,"1210-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",FURNITURE,INTERIOR DESIGN,JEWELLERY,11.269565,7.5640726,7.199696
189,"1211-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",FURNITURE,INTERIOR DESIGN,HEATING,10.859857,6.892294,7.4004083
190,"1212-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",FURNITURE,OTHER,LIGHTING,10.865774,6.9166107,7.486701
191,1213-O (Photo by CoID).jpg,FURNITURE,INTERIOR DESIGN,JEWELLERY,11.2421875,7.5985894,7.0531263
192,1214-O (Photo by CoID).jpg,FURNITURE,INTERIOR DESIGN,OTHER,11.000964,7.5357404,6.917699
193,1215-O (Photo by CoID).jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,10.762559,8.02978,7.1980495
194,"1217-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",FURNITURE,OTHER,JEWELLERY,11.313152,7.1257634,7.335044
195,"1218-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TOYS,LIGHTING,DOMESTIC APPLIANCES,7.3128614,0.73997396,7.02096
196,"1219-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",INDUSTRIAL AND MANUFACTURING PROCESSES,TEXTILES,FURNITURE,3.3040276,8.112672,4.839655
197,122 H-O (out of production do not use).jpg,INTERIOR DESIGN,FURNITURE,PORTRAITS,9.945253,8.401168,3.863108
198,1220-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.9251199,0.774109,9.104641
199,1221-O (©CoID).jpg,SOUVENIRS,GRAPHICS,SMOKING ACCESSORIES,3.1337936,3.9075708,3.252098
200,1222-O (©CoID).jpg,SOUVENIRS,TABLEWARE,CERAMICS,3.1840005,2.3463528,5.678379
201,1223-O (©CoID).jpg,SOUVENIRS,JEWELLERY,GRAPHICS,3.2308626,2.467206,5.5817156
202,"1224-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,3.0255568,2.8741815,3.7267485
203,"1225-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",JEWELLERY,ORNAMENTS,SMOKING ACCESSORIES,4.0974116,1.354719,7.9016533
204,"1226-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TABLEWARE,ORNAMENTS,DOMESTIC APPLIANCES,4.05276,-0.400035,7.368767
