,file,predicted1,predicted2,predicted3,x,y,z
5927,564-to-18-H-O.jpg,CLOTHING,TOOLS,TOYS,7.1431584,2.8740735,4.56054
5928,564-to-2-H-O.jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,2.053822,0.5375543,2.6404943
5929,564-to-20-H-O.jpg,FURNITURE,INTERIOR DESIGN,OTHER,3.0948877,-0.12775974,4.1444025
5930,564-to-21-T-O.jpg,FURNITURE,INTERIOR DESIGN,TRANSPORT,1.9395176,-0.65806574,3.7523541
5931,564-to-22-H-O.jpg,OTHER,FURNITURE,ORNAMENTS,4.771701,4.9905486,3.4521859
5932,564-to-23-H-O.jpg,FURNITURE,ORNAMENTS,CLOTHING,4.9512525,0.26887235,-0.19244665
5933,564-to-24-H-O.jpg,FURNITURE,OTHER,ORNAMENTS,6.564783,1.2207623,1.8947577
5934,564-to-3-H-O.jpg,FURNITURE,INTERIOR DESIGN,OFFICE EQUIPMENT,4.685908,0.044105697,1.3933396
5935,564-to-4-H-O.jpg,FURNITURE,INTERIOR DESIGN,OTHER,5.447257,0.21538574,0.8912069
5936,564-to-5-H-O.jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,4.2819886,1.5405706,1.7109647
5937,564-to-6-H-O.jpg,FURNITURE,INTERIOR DESIGN,TRANSPORT,3.593058,-0.079492316,2.3336966
5938,564-to-7-H-O.jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,5.3293557,-0.32986528,1.6444535
5939,564-to-8-H-O.jpg,FURNITURE,INTERIOR DESIGN,TRANSPORT,4.258604,0.816433,1.3060231
5940,564-to-9-H-O.jpg,FURNITURE,ORNAMENTS,INTERIOR DESIGN,1.5816665,1.0504,3.0632684
5941,5647-O--Dennis-Hooker-F.I.B.P.--F.R.P.S.-.jpg,ORNAMENTS,SOUVENIRS,TOYS,10.137946,2.56987,3.3716755
5942,5648-O--Dennis-Hooker--F.I.B.P--F.R.P.S-.jpg,CERAMICS,ORNAMENTS,TABLEWARE,10.236739,3.8023543,1.9975911
5943,5649-O--Dennis-Hooker-F.I.B.P.--F.R.P.S.-.jpg,CERAMICS,TABLEWARE,ORNAMENTS,11.034293,3.2425847,1.4752176
5944,565-O--Dennis-Hooker-.jpg,INTERIOR DESIGN,HEATING,OPTICAL,6.299718,-3.2554257,5.854245
